"","county","state","fips","forest.area","land.water","pct.forest","year"
"2855","Giles","Virginia",51071,"201,448","230,632",87.35,2017
"2856","Gloucester","Virginia",51073,"88,865","142,008",62.58,2017
"2857","Goochland","Virginia",51075,"108,763","185,463",58.64,2017
"2858","Grayson","Virginia",51077,"158,209","285,355",55.44,2017
"2859","Greene","Virginia",51079,"77,835","100,477",77.47,2017
"2860","Greensville","Virginia",51081,"125,386","189,963",66.01,2017
"2861","Halifax","Virginia",51083,"373,570","530,884",70.37,2017
"2862","Hanover","Virginia",51085,"186,723","303,358",61.55,2017
"2863","Henrico","Virginia",51087,"65,282","156,660",41.67,2017
"2864","Henry","Virginia",51089,"201,892","246,017",82.06,2017
"2865","Highland","Virginia",51091,"231,376","266,157",86.93,2017
"2866","Isle of Wight","Virginia",51093,"112,266","205,942",54.51,2017
"2867","James City","Virginia",51095,"60,341","95,216",63.37,2017
"2868","King and Queen","Virginia",51097,"137,710","205,445",67.03,2017
"2869","King George","Virginia",51099,"75,333","118,130",63.77,2017
"2870","King William","Virginia",51101,"111,984","182,826",61.25,2017
"2871","Lancaster","Virginia",51103,"45,571","86,032",52.97,2017
"2872","Lee","Virginia",51105,"182,725","279,869",65.29,2017
"2873","Loudoun","Virginia",51107,"108,651","333,660",32.56,2017
"2874","Louisa","Virginia",51109,"201,198","326,970",61.53,2017
"2875","Lunenburg","Virginia",51111,"242,780","276,685",87.75,2017
"2876","Madison","Virginia",51113,"94,394","205,963",45.83,2017
"2877","Mathews","Virginia",51115,"25,384","54,530",46.55,2017
"2878","Mecklenburg","Virginia",51117,"301,761","434,806",69.4,2017
"2879","Middlesex","Virginia",51119,"46,774","85,794",54.52,2017
"2880","Montgomery","Virginia",51121,"168,134","249,116",67.49,2017
"2881","Nelson","Virginia",51125,"255,895","303,659",84.27,2017
"2882","New Kent","Virginia",51127,"83,079","140,297",59.22,2017
"2883","Northampton","Virginia",51131,"26,650","132,506",20.11,2017
"2884","Northumberland","Virginia",51133,"63,862","125,795",50.77,2017
"2885","Nottoway","Virginia",51135,"145,729","202,325",72.03,2017
"2886","Orange","Virginia",51137,"140,770","219,693",64.08,2017
"2887","Page","Virginia",51139,"113,380","201,021",56.4,2017
"2888","Patrick","Virginia",51141,"211,174","310,938",67.92,2017
"2889","Pittsylvania","Virginia",51143,"394,247","626,156",62.96,2017
"2890","Powhatan","Virginia",51145,"100,317","167,850",59.77,2017
"2891","Prince Edward","Virginia",51147,"145,752","226,466",64.36,2017
"2892","Prince George","Virginia",51149,"107,100","171,024",62.62,2017
"2893","Prince William","Virginia",51153,"88,290","218,364",40.43,2017
"2894","Pulaski","Virginia",51155,"123,022","210,937",58.32,2017
"2895","Rappahannock","Virginia",51157,"135,997","170,869",79.59,2017
"2896","Richmond County","Virginia",51159,"79,041","124,572",63.45,2017
"2897","Roanoke County","Virginia",51161,"93,666","160,778",58.26,2017
"2898","Rockbridge","Virginia",51163,"292,402","384,621",76.02,2017
"2899","Rockingham","Virginia",51165,"377,989","546,064",69.22,2017
"2900","Russell","Virginia",51167,"147,918","305,152",48.47,2017
"2901","Scott","Virginia",51169,"253,795","344,820",73.6,2017
"2902","Shenandoah","Virginia",51171,"198,546","327,960",60.54,2017
"2903","Smyth","Virginia",51173,"184,164","289,474",63.62,2017
"2904","Southampton","Virginia",51175,"250,289","384,975",65.01,2017
"2905","Spotsylvania","Virginia",51177,"147,981","264,118",56.03,2017
"2906","Stafford","Virginia",51179,"121,745","175,108",69.53,2017
"2907","Surry","Virginia",51181,"144,563","180,192",80.23,2017
"2908","Sussex","Virginia",51183,"256,976","315,393",81.48,2017
"2909","Tazewell","Virginia",51185,"231,054","332,728",69.44,2017
"2910","Warren","Virginia",51187,"80,565","138,447",58.19,2017
"2911","Washington","Virginia",51191,"199,659","362,210",55.12,2017
"2912","Westmoreland","Virginia",51193,"92,530","148,559",62.28,2017
"2913","Wise","Virginia",51195,"169,786","259,306",65.48,2017
"2914","Wythe","Virginia",51197,"116,942","297,345",39.33,2017
"2915","York","Virginia",51199,"43,295","69,219",62.55,2017
"2916","Alexandria","Virginia",51510,"0","9,762",0,2017
"2917","Bristol","Virginia",51520,"0","8,440",0,2017
"2918","Buena Vista","Virginia",51530,"0","4,357",0,2017
"2919","Charlottesville","Virginia",51540,"0","6,578",0,2017
"2920","Chesapeake","Virginia",51550,"94,994","224,474",42.32,2017
"2921","Colonial Heights","Virginia",51570,"0","5,035",0,2017
"2922","Covington","Virginia",51580,"0","3,616",0,2017
"2923","Danville","Virginia",51590,"0","28,078",0,2017
"2924","Emporia","Virginia",51595,"0","4,458",0,2017
"2925","Fairfax City","Virginia",51600,"0","4,034",0,2017
"2926","Falls Church","Virginia",51610,"0","1,273",0,2017
"2927","Franklin City","Virginia",51620,"0","5,347",0,2017
"2928","Fredericksburg","Virginia",51630,"0","6,742",0,2017
"2929","Galax","Virginia",51640,"0","5,291",0,2017
"2930","Hampton","Virginia",51650,"1,297","33,932",3.82,2017
"2931","Harrisonburg","Virginia",51660,"0","11,280",0,2017
"2932","Hopewell","Virginia",51670,"0","6,796",0,2017
"2933","Lexington","Virginia",51678,"0","1,605",0,2017
"2934","Lynchburg","Virginia",51680,"0","31,847",0,2017
"2935","Manassas","Virginia",51683,"0","6,395",0,2017
"2936","Manassas Park","Virginia",51685,"0","1,638",0,2017
"2937","Martinsville","Virginia",51690,"0","7,046",0,2017
"2938","Newport News","Virginia",51700,"5,742","44,733",12.84,2017
"2939","Norfolk","Virginia",51710,"0","37,540",0,2017
"2940","Norton","Virginia",51720,"0","4,791",0,2017
"2941","Petersburg","Virginia",51730,"0","14,847",0,2017
"2942","Poquoson","Virginia",51735,"0","9,962",0,2017
"2943","Portsmouth","Virginia",51740,"0","23,559",0,2017
"2944","Radford","Virginia",51750,"0","6,524",0,2017
"2945","Richmond City","Virginia",51760,"0","39,965",0,2017
"2946","Roanoke City","Virginia",51770,"0","27,443",0,2017
"2947","Salem","Virginia",51775,"0","9,301",0,2017
"2948","Staunton","Virginia",51790,"0","12,777",0,2017
"2949","Suffolk","Virginia",51800,"176,122","262,662",67.05,2017
"2950","Virginia Beach","Virginia",51810,"34,908","168,252",20.75,2017
"2951","Waynesboro","Virginia",51820,"0","9,757",0,2017
"2952","Williamsburg","Virginia",51830,"0","5,861",0,2017
"2953","Winchester","Virginia",51840,"0","5,921",0,2017
"2954","Adams","Washington",53001,"0","1,235,225",0,2018
"2955","Asotin","Washington",53003,"66,288","409,979",16.17,2018
"2956","Benton","Washington",53005,"0","1,126,143",0,2018
"2957","Chelan","Washington",53007,"1,231,701","1,916,140",64.28,2018
"2958","Clallam","Washington",53009,"1,056,708","1,129,362",93.57,2018
"2959","Clark","Washington",53011,"201,926","420,017",48.08,2018
"2960","Columbia","Washington",53013,"197,369","559,075",35.3,2018
"2961","Cowlitz","Washington",53015,"628,606","746,382",84.22,2018
"2962","Douglas","Washington",53017,"5,535","1,183,136",0.47,2018
"2963","Ferry","Washington",53019,"1,236,232","1,444,636",85.57,2018
"2964","Franklin","Washington",53021,"0","810,009",0,2018
"2965","Garfield","Washington",53023,"115,160","459,683",25.05,2018
"2966","Grant","Washington",53025,"0","1,786,493",0,2018
"2967","Grays Harbor","Washington",53027,"1,149,601","1,235,442",93.05,2018
"2968","Island","Washington",53029,"46,120","135,088",34.14,2018
"2969","Jefferson","Washington",53031,"922,936","1,163,864",79.3,2018
"2970","King","Washington",53033,"889,156","1,401,633",63.44,2018
"2971","Kitsap","Washington",53035,"160,663","257,998",62.27,2018
"2972","Kittitas","Washington",53037,"780,054","1,493,088",52.24,2018
"2973","Klickitat","Washington",53039,"580,147","1,218,699",47.6,2018
"2974","Lewis","Washington",53041,"1,314,206","1,559,057",84.29,2018
"2975","Lincoln","Washington",53043,"63,177","1,497,170",4.22,2018
"2976","Mason","Washington",53045,"485,249","623,121",77.87,2018
"2977","Okanogan","Washington",53047,"2,209,704","3,401,482",64.96,2018
"2978","Pacific","Washington",53049,"576,535","614,612",93.8,2018
"2979","Pend Oreille","Washington",53051,"787,630","912,118",86.35,2018
"2980","Pierce","Washington",53053,"759,794","1,083,168",70.15,2018
"2981","San Juan","Washington",53055,"80,094","113,039",70.86,2018
"2982","Skagit","Washington",53057,"759,595","1,123,269",67.62,2018
"2983","Skamania","Washington",53059,"963,720","1,077,688",89.42,2018
"2984","Snohomish","Washington",53061,"840,838","1,350,005",62.28,2018
"2985","Spokane","Washington",53063,"404,723","1,139,659",35.51,2018
"2986","Stevens","Washington",53065,"1,210,987","1,626,037",74.47,2018
"2987","Thurston","Washington",53067,"242,806","471,239",51.53,2018
"2988","Wahkiakum","Washington",53069,"132,655","183,486",72.3,2018
"2989","Walla Walla","Washington",53071,"13,578","831,393",1.63,2018
"2990","Whatcom","Washington",53073,"819,237","1,384,625",59.17,2018
"2991","Whitman","Washington",53075,"24,168","1,393,560",1.73,2018
"2992","Yakima","Washington",53077,"1,147,967","2,759,387",41.6,2018
"2993","Barbour","West Virginia",54001,"153,203","219,375",69.84,2018
"2994","Berkeley","West Virginia",54003,"101,725","205,803",49.43,2018
"2995","Boone","West Virginia",54005,"312,599","322,028",97.07,2018
"2996","Braxton","West Virginia",54007,"247,006","330,336",74.77,2018
"2997","Brooke","West Virginia",54009,"50,124","59,244",84.61,2018
"2998","Cabell","West Virginia",54011,"112,924","184,325",61.26,2018
"2999","Calhoun","West Virginia",54013,"102,486","179,617",57.06,2018
"3000","Clay","West Virginia",54015,"213,830","220,045",97.18,2018
"3001","Doddridge","West Virginia",54017,"158,743","205,102",77.4,2018
"3002","Fayette","West Virginia",54019,"347,801","427,615",81.34,2018
"3003","Gilmer","West Virginia",54021,"185,972","217,654",85.44,2018
"3004","Grant","West Virginia",54023,"233,384","307,358",75.93,2018
"3005","Greenbrier","West Virginia",54025,"569,681","655,628",86.89,2018
"3006","Hampshire","West Virginia",54027,"297,793","412,573",72.18,2018
"3007","Hancock","West Virginia",54029,"34,944","56,356",62.01,2018
"3008","Hardy","West Virginia",54031,"332,426","374,066",88.87,2018
"3009","Harrison","West Virginia",54033,"131,442","266,633",49.3,2018
"3010","Jackson","West Virginia",54035,"209,697","301,826",69.48,2018
"3011","Jefferson","West Virginia",54037,"28,674","135,347",21.19,2018
"3012","Kanawha","West Virginia",54039,"300,453","582,993",51.54,2018
"3013","Lewis","West Virginia",54041,"185,564","249,443",74.39,2018
"3014","Lincoln","West Virginia",54043,"248,511","280,720",88.53,2018
"3015","Logan","West Virginia",54045,"305,305","291,584",104.71,2018
"3016","McDowell","West Virginia",54047,"397,040","342,377",115.97,2018
"3017","Marion","West Virginia",54049,"107,703","199,382",54.02,2018
"3018","Marshall","West Virginia",54051,"170,097","199,815",85.13,2018
"3019","Mason","West Virginia",54053,"165,738","284,679",58.22,2018
"3020","Mercer","West Virginia",54055,"189,082","269,232",70.23,2018
"3021","Mineral","West Virginia",54057,"157,032","210,639",74.55,2018
"3022","Mingo","West Virginia",54059,"297,777","271,107",109.84,2018
"3023","Monongalia","West Virginia",54061,"133,714","234,144",57.11,2018
"3024","Monroe","West Virginia",54063,"126,583","303,159",41.75,2018
"3025","Morgan","West Virginia",54065,"113,875","147,009",77.46,2018
"3026","Nicholas","West Virginia",54067,"341,511","419,021",81.5,2018
"3027","Ohio","West Virginia",54069,"44,888","69,729",64.38,2018
"3028","Pendleton","West Virginia",54071,"380,090","446,788",85.07,2018
"3029","Pleasants","West Virginia",54073,"62,177","86,091",72.22,2018
"3030","Pocahontas","West Virginia",54075,"530,814","602,777",88.06,2018
"3031","Preston","West Virginia",54077,"276,421","416,883",66.31,2018
"3032","Putnam","West Virginia",54079,"181,460","224,247",80.92,2018
"3033","Raleigh","West Virginia",54081,"217,245","389,938",55.71,2018
"3034","Randolph","West Virginia",54083,"569,478","665,551",85.56,2018
"3035","Ritchie","West Virginia",54085,"247,686","290,275",85.33,2018
"3036","Roane","West Virginia",54087,"222,255","309,588",71.79,2018
"3037","Summers","West Virginia",54089,"118,307","235,361",50.27,2018
"3038","Taylor","West Virginia",54091,"58,479","112,417",52.02,2018
"3039","Tucker","West Virginia",54093,"191,186","269,480",70.95,2018
"3040","Tyler","West Virginia",54095,"108,376","166,858",64.95,2018
"3041","Upshur","West Virginia",54097,"148,214","227,096",65.26,2018
"3042","Wayne","West Virginia",54099,"276,908","327,859",84.46,2018
"3043","Webster","West Virginia",54101,"419,915","355,931",117.98,2018
"3044","Wetzel","West Virginia",54103,"189,335","231,247",81.88,2018
"3045","Wirt","West Virginia",54105,"118,600","150,356",78.88,2018
"3046","Wood","West Virginia",54107,"191,663","241,229",79.45,2018
"3047","Wyoming","West Virginia",54109,"365,633","321,164",113.85,2018
"3048","Adams","Wisconsin",55001,"238,910","440,704",54.21,2018
"3049","Ashland","Wisconsin",55003,"438,678","674,852",65,2018
"3050","Barron","Wisconsin",55005,"167,753","569,585",29.45,2018
"3051","Bayfield","Wisconsin",55007,"795,896","967,048",82.3,2018
"3052","Brown","Wisconsin",55009,"63,519","343,417",18.5,2018
"3053","Buffalo","Wisconsin",55011,"199,897","454,161",44.01,2018
"3054","Burnett","Wisconsin",55013,"382,958","563,421",67.97,2018
"3055","Calumet","Wisconsin",55015,"34,534","254,078",13.59,2018
"3056","Chippewa","Wisconsin",55017,"267,392","666,430",40.12,2018
"3057","Clark","Wisconsin",55019,"327,661","780,012",42.01,2018
"3058","Columbia","Wisconsin",55021,"103,791","509,320",20.38,2018
"3059","Crawford","Wisconsin",55023,"162,311","383,477",42.33,2018
"3060","Dane","Wisconsin",55025,"106,291","792,572",13.41,2018
"3061","Dodge","Wisconsin",55027,"48,880","580,522",8.42,2018
"3062","Door","Wisconsin",55029,"156,550","311,203",50.3,2018
"3063","Douglas","Wisconsin",55031,"666,024","854,041",77.98,2018
"3064","Dunn","Wisconsin",55033,"225,584","552,844",40.8,2018
"3065","Eau Claire","Wisconsin",55035,"168,355","412,969",40.77,2018
"3066","Florence","Wisconsin",55037,"295,095","318,365",92.69,2018
"3067","Fond du Lac","Wisconsin",55039,"42,190","490,125",8.61,2018
"3068","Forest","Wisconsin",55041,"589,767","669,689",88.07,2018
"3069","Grant","Wisconsin",55043,"202,474","757,316",26.74,2018
"3070","Green","Wisconsin",55045,"45,610","374,023",12.19,2018
"3071","Green Lake","Wisconsin",55047,"49,455","243,435",20.32,2018
"3072","Iowa","Wisconsin",55049,"166,490","491,545",33.87,2018
"3073","Iron","Wisconsin",55051,"439,545","513,723",85.56,2018
"3074","Jackson","Wisconsin",55053,"373,159","640,140",58.29,2018
"3075","Jefferson","Wisconsin",55055,"54,373","372,910",14.58,2018
"3076","Juneau","Wisconsin",55057,"265,352","514,613",51.56,2018
"3077","Kenosha","Wisconsin",55059,"22,153","177,969",12.45,2018
"3078","Kewaunee","Wisconsin",55061,"26,194","220,137",11.9,2018
"3079","La Crosse","Wisconsin",55063,"143,249","307,142",46.64,2018
"3080","Lafayette","Wisconsin",55065,"58,165","406,099",14.32,2018
"3081","Langlade","Wisconsin",55067,"415,828","568,236",73.18,2018
"3082","Lincoln","Wisconsin",55069,"418,773","580,427",72.15,2018
"3083","Manitowoc","Wisconsin",55071,"98,608","381,223",25.87,2018
"3084","Marathon","Wisconsin",55073,"491,911","1,008,870",48.76,2018
"3085","Marinette","Wisconsin",55075,"722,096","914,959",78.92,2018
"3086","Marquette","Wisconsin",55077,"134,855","297,210",45.37,2018
"3087","Menominee","Wisconsin",55078,"228,238","233,569",97.72,2018
"3088","Milwaukee","Wisconsin",55079,"12,078","155,435",7.77,2018
"3089","Monroe","Wisconsin",55081,"295,936","581,285",50.91,2018
"3090","Oconto","Wisconsin",55083,"354,719","650,980",54.49,2018
"3091","Oneida","Wisconsin",55085,"611,792","790,995",77.34,2018
"3092","Outagamie","Wisconsin",55087,"68,573","412,528",16.62,2018
"3093","Ozaukee","Wisconsin",55089,"21,851","150,611",14.51,2018
"3094","Pepin","Wisconsin",55091,"65,762","159,162",41.32,2018
"3095","Pierce","Wisconsin",55093,"105,567","378,725",27.87,2018
"3096","Polk","Wisconsin",55095,"284,613","612,089",46.5,2018
"3097","Portage","Wisconsin",55097,"184,799","526,573",35.09,2018
"3098","Price","Wisconsin",55099,"640,030","818,186",78.23,2018
"3099","Racine","Wisconsin",55101,"19,007","217,939",8.72,2018
"3100","Richland","Wisconsin",55103,"172,256","377,187",45.67,2018
"3101","Rock","Wisconsin",55105,"71,322","464,728",15.35,2018
"3102","Rusk","Wisconsin",55107,"411,676","595,762",69.1,2018
"3103","St. Croix","Wisconsin",55109,"134,853","470,811",28.64,2018
"3104","Sauk","Wisconsin",55111,"197,650","543,029",36.4,2018
"3105","Sawyer","Wisconsin",55113,"657,163","864,185",76.04,2018
"3106","Shawano","Wisconsin",55115,"283,257","581,974",48.67,2018
"3107","Sheboygan","Wisconsin",55117,"77,550","331,145",23.42,2018
"3108","Taylor","Wisconsin",55119,"400,817","630,066",63.62,2018
"3109","Trempealeau","Wisconsin",55121,"160,904","474,866",33.88,2018
"3110","Vernon","Wisconsin",55123,"234,231","522,518",44.83,2018
"3111","Vilas","Wisconsin",55125,"506,578","651,388",77.77,2018
"3112","Walworth","Wisconsin",55127,"50,756","368,979",13.76,2018
"3113","Washburn","Wisconsin",55129,"399,689","545,975",73.21,2018
"3114","Washington","Wisconsin",55131,"51,534","278,848",18.48,2018
"3115","Waukesha","Wisconsin",55133,"60,198","371,582",16.2,2018
"3116","Waupaca","Wisconsin",55135,"211,188","489,742",43.12,2018
"3117","Waushara","Wisconsin",55137,"167,711","407,935",41.11,2018
"3118","Winnebago","Wisconsin",55139,"30,686","370,366",8.29,2018
"3119","Wood","Wisconsin",55141,"235,389","517,965",45.44,2018
"3120","Albany","Wyoming",56001,"517,566","2,757,596",18.77,2018
"3121","Big Horn","Wyoming",56003,"251,033","2,021,766",12.42,2018
"3122","Campbell","Wyoming",56005,"100,588","3,076,230",3.27,2018
"3123","Carbon","Wyoming",56007,"775,003","5,096,975",15.21,2018
"3124","Converse","Wyoming",56009,"249,596","2,729,650",9.14,2018
"3125","Crook","Wyoming",56011,"511,250","1,833,807",27.88,2018
"3126","Fremont","Wyoming",56013,"993,774","5,930,132",16.76,2018
"3127","Goshen","Wyoming",56015,"15,279","1,428,666",1.07,2018
"3128","Hot Springs","Wyoming",56017,"147,983","1,284,019",11.52,2018
"3129","Johnson","Wyoming",56019,"425,068","2,671,742",15.91,2018
"3130","Laramie","Wyoming",56021,"22,436","1,720,007",1.3,2018
"3131","Lincoln","Wyoming",56023,"710,836","2,620,673",27.12,2018
"3132","Natrona","Wyoming",56025,"167,512","3,440,417",4.87,2018
"3133","Niobrara","Wyoming",56027,"30,304","1,681,918",1.8,2018
